Transaction_id,Member_number,Date,itemDescription
10741,4340,24-08-2014,other vegetables
10742,3421,13-03-2014,frankfurter
10743,3982,27-05-2014,meat
10744,3252,14-05-2014,whole milk
10745,4586,17-05-2014,rolls/buns
10746,3383,12-02-2014,soda
10747,4886,18-09-2014,sliced cheese
10748,2810,05-11-2014,sausage
10749,2745,27-04-2014,root vegetables
10750,1983,19-05-2014,hamburger meat
10751,2660,11-09-2014,tropical fruit
10752,4193,29-12-2014,bottled beer
10753,2430,03-02-2014,sausage
10754,1548,22-02-2014,condensed milk
10755,4459,21-11-2014,whole milk
10756,2198,10-08-2014,chicken
10757,4508,22-08-2014,whole milk
10758,3322,13-08-2014,beef
10759,4356,25-06-2014,root vegetables
10760,1913,11-06-2014,chicken
10761,4548,20-10-2014,pork
10762,2585,28-09-2014,frozen vegetables
10763,4684,31-08-2014,whole milk
10764,4152,21-12-2014,hamburger meat
10765,4954,18-07-2014,frankfurter
10766,2444,19-06-2014,tropical fruit
10767,1735,06-08-2014,soda
10768,4038,23-06-2014,yogurt
10769,3453,04-09-2014,UHT-milk
10770,3252,29-10-2014,pastry
10771,4830,20-11-2014,citrus fruit
10772,3087,27-12-2014,white bread
10773,2641,23-07-2014,oil
10774,2648,25-04-2014,root vegetables
10775,3246,29-10-2014,pork
10776,2047,05-01-2014,tropical fruit
10777,1163,11-03-2014,sausage
10778,3577,05-09-2014,meat
10779,4972,04-08-2014,sausage
10780,4789,12-08-2014,curd
10781,2413,18-01-2014,whole milk
10782,2824,17-09-2014,sausage
10783,2547,10-11-2014,sausage
10784,4585,18-05-2014,shopping bags
10785,1584,28-12-2014,UHT-milk
10786,1814,01-02-2014,frankfurter
10787,3956,15-08-2014,soda
10788,2722,13-11-2014,citrus fruit
10789,3957,29-07-2014,chicken
10790,3621,22-05-2014,pork
10791,1360,17-01-2014,frankfurter
10792,3377,29-08-2014,pip fruit
10793,1634,16-09-2014,chicken
10794,1209,26-08-2014,ham
10795,2160,19-05-2014,beverages
10796,1476,31-03-2014,margarine
10797,4442,24-03-2014,pork
10798,3588,17-04-2014,ham
10799,1141,15-12-2014,berries
10800,1564,30-10-2014,tropical fruit
10801,1725,27-10-2014,tropical fruit
10802,4204,01-04-2014,pastry
10803,2779,22-11-2014,dessert
10804,4335,01-03-2014,whole milk
10805,3755,19-11-2014,ice cream
10806,1583,09-02-2014,sliced cheese
10807,3649,12-02-2014,beef
10808,1531,24-09-2014,meat
10809,2199,02-06-2014,citrus fruit
10810,3211,16-12-2014,tropical fruit
10811,2330,05-11-2014,sausage
10812,1753,12-12-2014,whole milk
10813,2695,04-08-2014,frozen meals
10814,4839,03-06-2014,sausage
10815,2271,25-06-2014,sausage
10816,3632,05-10-2014,newspapers
10817,3710,14-09-2014,whole milk
10818,4828,08-05-2014,beef
10819,3553,03-06-2014,pip fruit
10820,3177,18-10-2014,yogurt
10821,2300,16-03-2014,pork
10822,4653,09-11-2014,ice cream
10823,4124,25-12-2014,chicken
10824,1677,24-07-2014,citrus fruit
10825,1926,25-07-2014,frankfurter
10826,3156,13-11-2014,sausage
10827,4993,19-08-2014,tropical fruit
10828,1396,03-12-2014,sausage
10829,1353,27-12-2014,cooking chocolate
10830,2356,21-04-2014,chicken
10831,4028,10-10-2014,semi-finished bread
10832,1878,09-01-2014,chicken
10833,2048,24-02-2014,semi-finished bread
10834,3639,29-11-2014,yogurt
10835,2113,19-09-2014,yogurt
10836,1440,14-07-2014,whole milk
10837,1285,08-01-2014,butter
10838,3242,29-07-2014,UHT-milk
10839,2808,02-09-2014,cereals
10840,4763,29-09-2014,other vegetables
10841,1176,09-05-2014,tropical fruit
10842,1077,30-12-2014,rolls/buns
10843,1933,21-10-2014,tropical fruit
10844,1594,15-04-2014,sugar
10845,3915,14-04-2014,pastry
10846,3992,15-11-2014,cream cheese 
10847,1426,26-10-2014,root vegetables
10848,2688,18-10-2014,canned beer
10849,3378,12-09-2014,rolls/buns
10850,4201,17-11-2014,soda
10851,2927,17-04-2014,beverages
10852,1801,07-09-2014,other vegetables
10853,4076,17-11-2014,other vegetables
10854,3117,09-01-2014,berries
10855,2168,07-02-2014,grapes
10856,2686,09-12-2014,soda
10857,4868,14-06-2014,other vegetables
10858,4706,31-03-2014,zwieback
10859,4705,20-06-2014,rolls/buns
10860,3184,19-03-2014,root vegetables
10861,4876,14-05-2014,yogurt
10862,1202,29-07-2014,yogurt
10863,2884,17-03-2014,bottled water
10864,4314,12-02-2014,other vegetables
10865,2331,28-12-2014,rolls/buns
10866,3917,06-03-2014,grapes
10867,3005,10-07-2014,tropical fruit
10868,1058,07-08-2014,yogurt
10869,4201,12-09-2014,curd
10870,1454,28-01-2014,brown bread
10871,4546,20-03-2014,oil
10872,4050,09-03-2014,beef
10873,3132,14-09-2014,pastry
10874,2014,18-07-2014,whole milk
10875,3324,29-12-2014,pastry
10876,1750,28-05-2014,beef
10877,4165,12-01-2014,tropical fruit
10878,3129,26-07-2014,pastry
10879,2742,02-06-2014,coffee
10880,3892,07-04-2014,newspapers
10881,3325,16-11-2014,whole milk
10882,2671,02-12-2014,pip fruit
10883,1052,29-09-2014,butter
10884,2827,16-10-2014,citrus fruit
10885,4339,10-06-2014,meat spreads
10886,2127,20-01-2014,whole milk
10887,4420,26-09-2014,whole milk
10888,3464,07-03-2014,salt
10889,1052,20-11-2014,bottled water
10890,2906,15-10-2014,coffee
10891,3828,25-04-2014,whole milk
10892,2374,14-05-2014,onions
10893,2041,09-02-2014,condensed milk
10894,1488,22-06-2014,root vegetables
10895,2373,22-08-2014,newspapers
10896,1366,29-08-2014,other vegetables
10897,1587,13-09-2014,yogurt
10898,3926,22-02-2014,salty snack
10899,4229,17-07-2014,butter milk
10900,2725,27-01-2014,hamburger meat
10901,2519,04-08-2014,photo/film
10902,1416,23-08-2014,sliced cheese
10903,2048,30-10-2014,hamburger meat
10904,1417,01-08-2014,yogurt
10905,4028,29-04-2014,tropical fruit
10906,4077,08-04-2014,misc. beverages
10907,3864,29-10-2014,pork
10908,4165,30-05-2014,rolls/buns
10909,3222,30-08-2014,whole milk
10910,4653,05-09-2014,fruit/vegetable juice
10911,1317,26-07-2014,citrus fruit
10912,2032,03-02-2014,whipped/sour cream
10913,3649,12-01-2014,pip fruit
10914,2393,22-03-2014,sausage
10915,3771,21-12-2014,bottled water
10916,1946,14-11-2014,dessert
10917,1431,13-10-2014,whipped/sour cream
10918,2445,02-09-2014,berries
10919,4819,20-08-2014,whole milk
10920,2781,10-07-2014,whole milk
10921,2302,29-01-2014,other vegetables
10922,3361,25-07-2014,cream cheese 
10923,1142,13-10-2014,other vegetables
10924,2293,14-04-2014,sausage
10925,2716,05-03-2014,dessert
10926,2666,16-05-2014,soda
10927,2645,16-06-2014,red/blush wine
10928,4464,18-02-2014,sausage
10929,1895,30-07-2014,butter milk
10930,2114,22-08-2014,dessert
10931,4242,30-01-2014,yogurt
10932,1771,03-10-2014,soda
10933,3891,11-10-2014,flour
10934,1327,18-07-2014,other vegetables
10935,2644,21-05-2014,Instant food products
10936,3862,03-04-2014,sausage
10937,3103,26-02-2014,misc. beverages
10938,3881,16-12-2014,frozen vegetables
10939,3038,16-07-2014,butter
10940,4656,24-05-2014,rolls/buns
10941,1025,10-03-2014,ham
10942,1040,14-06-2014,yogurt
10943,2945,16-11-2014,citrus fruit
10944,4178,26-05-2014,popcorn
10945,3193,18-04-2014,whole milk
10946,3217,04-10-2014,pork
10947,3653,07-09-2014,other vegetables
10948,4196,27-07-2014,other vegetables
10949,4408,02-07-2014,shopping bags
10950,2295,13-06-2014,rolls/buns
10951,2408,28-05-2014,other vegetables
10952,1889,26-06-2014,herbs
10953,4867,30-09-2014,butter
10954,4967,05-11-2014,soda
10955,1317,01-07-2014,specialty cheese
10956,4773,23-06-2014,other vegetables
10957,1970,22-02-2014,soda
10958,3494,31-03-2014,root vegetables
10959,3048,23-05-2014,pastry
10960,1924,18-02-2014,white wine
10961,2855,25-05-2014,tropical fruit
10962,4359,02-03-2014,butter milk
10963,3811,19-04-2014,dessert
10964,1923,20-11-2014,cream cheese 
10965,1921,12-12-2014,salt
10966,1598,18-07-2014,ice cream
10967,4627,22-02-2014,soft cheese
10968,2181,05-04-2014,bottled water
10969,3116,10-12-2014,whole milk
10970,4048,03-07-2014,ice cream
10971,1166,03-06-2014,bottled water
10972,3563,12-12-2014,bottled beer
10973,1374,11-09-2014,candy
10974,3732,27-03-2014,ham
10975,2952,22-04-2014,canned beer
10976,4091,26-08-2014,cream cheese 
10977,1470,11-06-2014,tropical fruit
10978,1893,22-07-2014,salt
10979,3596,04-11-2014,rolls/buns
10980,3524,08-09-2014,berries
10981,2144,22-02-2014,beef
10982,1237,12-03-2014,citrus fruit
10983,4830,04-04-2014,bottled beer
10984,3921,06-11-2014,rolls/buns
10985,2760,22-04-2014,bottled water
10986,4645,02-06-2014,chewing gum
10987,2616,24-10-2014,root vegetables
10988,2776,03-04-2014,pastry
10989,1801,19-11-2014,pastry
10990,2997,09-02-2014,yogurt
10991,4860,01-02-2014,sugar
10992,2173,15-12-2014,other vegetables
10993,2574,26-10-2014,beverages
10994,1535,26-06-2014,pork
10995,3745,22-12-2014,specialty bar
10996,1724,22-02-2014,fruit/vegetable juice
10997,4202,16-02-2014,female sanitary products
10998,1068,08-03-2014,soda
10999,2319,05-11-2014,beef
11000,4461,16-11-2014,newspapers
11001,3762,01-07-2014,sliced cheese
11002,1587,26-12-2014,curd
11003,1581,17-06-2014,meat
11004,3903,23-04-2014,rolls/buns
11005,1749,09-09-2014,berries
11006,2816,06-03-2014,citrus fruit
11007,1340,28-12-2014,mustard
11008,3618,07-10-2014,beef
11009,4146,05-08-2014,sausage
11010,2277,13-03-2014,other vegetables
11011,2011,25-09-2014,beverages
11012,2595,11-11-2014,herbs
11013,4567,01-05-2014,whipped/sour cream
11014,1465,27-06-2014,whole milk
11015,3046,03-04-2014,curd
11016,3647,15-05-2014,whole milk
11017,4833,27-04-2014,whole milk
11018,1565,30-10-2014,oil
11019,2531,09-01-2014,beef
11020,2362,27-10-2014,rolls/buns
11021,3163,29-12-2014,rolls/buns
11022,2915,29-07-2014,beef
11023,1250,08-10-2014,other vegetables
11024,3326,07-03-2014,beverages
11025,2154,10-11-2014,soda
11026,2621,27-09-2014,pip fruit
11027,2800,29-10-2014,other vegetables
11028,3066,20-09-2014,other vegetables
11029,1248,08-05-2014,citrus fruit
11030,1379,02-07-2014,whole milk
11031,1424,04-04-2014,berries
11032,1687,17-10-2014,coffee
11033,1625,21-05-2014,sausage
11034,2671,25-04-2014,pip fruit
11035,3906,30-10-2014,citrus fruit
11036,2058,02-04-2014,rolls/buns
11037,1509,09-04-2014,margarine
11038,2342,19-12-2014,root vegetables
11039,2432,15-11-2014,pip fruit
11040,2010,06-01-2014,other vegetables
11041,4631,25-02-2014,pip fruit
11042,3712,04-07-2014,citrus fruit
11043,4226,03-03-2014,citrus fruit
11044,1900,17-02-2014,pip fruit
11045,2943,01-01-2014,whole milk
11046,1835,09-10-2014,tropical fruit
11047,1363,21-07-2014,whole milk
11048,4662,20-05-2014,frozen meals
11049,4136,18-02-2014,sugar
11050,1295,13-03-2014,other vegetables
11051,1510,17-04-2014,other vegetables
11052,1248,09-05-2014,root vegetables
11053,3709,12-05-2014,pork
11054,2033,22-10-2014,berries
11055,1660,03-04-2014,packaged fruit/vegetables
11056,1546,03-10-2014,coffee
11057,3180,24-02-2014,citrus fruit
11058,1299,23-02-2014,rolls/buns
11059,4664,03-01-2014,beef
11060,4017,28-08-2014,soda
11061,4839,10-03-2014,packaged fruit/vegetables
11062,2907,02-08-2014,white wine
11063,1181,23-10-2014,white bread
11064,3730,26-07-2014,chicken
11065,4080,22-09-2014,whole milk
11066,1249,01-01-2014,citrus fruit
11067,4302,14-07-2014,hard cheese
11068,4459,12-08-2014,yogurt
11069,4070,28-05-2014,cake bar
11070,4972,13-06-2014,soda
11071,3534,08-01-2014,citrus fruit
11072,1389,13-11-2014,root vegetables
11073,2670,15-08-2014,brown bread
11074,3456,31-01-2014,canned fish
11075,4067,13-01-2014,whole milk
11076,4075,25-05-2014,other vegetables
11077,3563,26-06-2014,root vegetables
11078,3398,15-04-2014,hygiene articles
11079,3295,06-03-2014,yogurt
11080,4283,20-06-2014,other vegetables
11081,3641,02-04-2014,white bread
11082,2792,16-02-2014,mayonnaise
11083,4381,25-08-2014,specialty chocolate
11084,2051,20-01-2014,meat
11085,3120,10-12-2014,pip fruit
11086,2424,24-06-2014,other vegetables
11087,2261,25-07-2014,citrus fruit
11088,1705,05-05-2014,rolls/buns
11089,2155,31-10-2014,salty snack
11090,2108,18-09-2014,beverages
11091,2254,24-11-2014,butter
11092,2906,02-03-2014,whole milk
11093,3996,30-05-2014,whole milk
11094,2431,28-02-2014,whole milk
11095,4526,31-08-2014,hamburger meat
11096,4271,11-06-2014,whipped/sour cream
11097,1593,20-02-2014,canned beer
11098,2479,27-02-2014,domestic eggs
11099,4246,28-06-2014,soda
11100,2851,22-06-2014,bottled beer
11101,1940,26-09-2014,hygiene articles
11102,4169,24-05-2014,whole milk
11103,1814,25-07-2014,fruit/vegetable juice
11104,4969,27-10-2014,sausage
11105,1640,08-03-2014,root vegetables
11106,1076,24-12-2014,sausage
11107,2666,01-09-2014,root vegetables
11108,1659,25-12-2014,brown bread
11109,2439,16-02-2014,packaged fruit/vegetables
11110,3154,04-12-2014,bottled water
11111,1186,23-03-2014,white bread
11112,4028,12-06-2014,coffee
11113,2991,27-03-2014,butter milk
11114,3107,16-06-2014,newspapers
11115,3963,21-09-2014,citrus fruit
11116,4494,30-11-2014,frozen dessert
11117,3521,23-04-2014,butter milk
11118,1017,19-06-2014,yogurt
11119,1476,05-11-2014,liquor
11120,2696,17-10-2014,butter
11121,3921,02-02-2014,hard cheese
11122,3194,22-08-2014,liver loaf
11123,4394,27-05-2014,pastry
11124,4812,22-01-2014,tropical fruit
11125,2375,18-08-2014,whole milk
11126,3244,28-07-2014,rolls/buns
11127,2625,21-07-2014,whole milk
11128,1635,17-11-2014,chocolate
11129,1365,25-06-2014,rolls/buns
11130,2031,05-07-2014,other vegetables
11131,2332,14-09-2014,bathroom cleaner
11132,4896,03-05-2014,red/blush wine
11133,4216,25-12-2014,butter milk
11134,3103,10-12-2014,whole milk
11135,4955,21-10-2014,other vegetables
11136,1887,18-10-2014,bottled water
11137,2013,26-12-2014,yogurt
11138,1574,30-11-2014,whole milk
11139,3976,05-08-2014,tropical fruit
11140,1639,23-08-2014,ham
11141,3918,10-08-2014,rolls/buns
11142,4361,14-07-2014,citrus fruit
11143,3064,14-06-2014,frozen vegetables
11144,1175,28-06-2014,citrus fruit
11145,4800,29-12-2014,berries
11146,1759,01-08-2014,pet care
11147,2252,08-06-2014,yogurt
11148,4958,06-02-2014,chewing gum
11149,4082,07-05-2014,pastry
11150,2642,15-06-2014,pet care
11151,1805,02-05-2014,tropical fruit
11152,2706,03-05-2014,oil
11153,3843,09-12-2014,misc. beverages
11154,1061,17-03-2014,soda
11155,2345,30-11-2014,other vegetables
11156,3256,10-10-2014,canned beer
11157,1693,09-02-2014,UHT-milk
11158,4275,30-10-2014,canned beer
11159,1969,05-01-2014,other vegetables
11160,3185,12-06-2014,oil
11161,3474,29-10-2014,other vegetables
11162,4828,28-10-2014,zwieback
11163,1157,04-10-2014,tropical fruit
11164,2692,23-06-2014,hygiene articles
11165,3399,25-05-2014,brown bread
11166,3792,30-07-2014,beef
11167,1077,30-08-2014,canned beer
11168,2711,23-10-2014,ham
11169,2298,02-10-2014,root vegetables
11170,1991,25-12-2014,butter
11171,3821,08-03-2014,ice cream
11172,1591,29-12-2014,packaged fruit/vegetables
11173,2966,08-10-2014,other vegetables
11174,3795,04-02-2014,misc. beverages
11175,2970,11-11-2014,other vegetables
11176,4468,02-05-2014,bottled water
11177,1244,25-11-2014,rolls/buns
11178,4121,25-07-2014,liquor
11179,3424,08-05-2014,root vegetables
11180,1341,21-04-2014,honey
11181,3801,25-08-2014,rolls/buns
11182,2230,24-07-2014,sausage
11183,2323,27-12-2014,whole milk
11184,2907,02-11-2014,root vegetables
11185,2447,26-07-2014,rolls/buns
11186,4272,15-05-2014,margarine
11187,1433,22-09-2014,salty snack
11188,3846,04-08-2014,shopping bags
11189,4694,05-12-2014,onions
11190,1748,27-07-2014,whipped/sour cream
11191,4410,24-11-2014,whole milk
11192,4636,26-03-2014,citrus fruit
11193,1867,19-11-2014,cream cheese 
11194,4334,16-03-2014,bottled water
11195,1034,24-02-2014,pip fruit
11196,3461,19-05-2014,soda
11197,2488,26-08-2014,turkey
11198,4150,24-03-2014,bottled beer
11199,2412,12-12-2014,other vegetables
11200,3505,31-07-2014,candy
11201,2718,11-08-2014,packaged fruit/vegetables
11202,2564,14-01-2014,rolls/buns
11203,2005,18-10-2014,mustard
11204,3835,03-02-2014,soda
11205,2402,29-09-2014,cream cheese 
11206,4343,26-04-2014,pastry
11207,2562,30-04-2014,nut snack
11208,2753,23-02-2014,bottled beer
11209,4553,04-11-2014,other vegetables
11210,3760,07-03-2014,other vegetables
11211,3729,24-12-2014,shopping bags
11212,1674,07-06-2014,detergent
11213,3817,29-12-2014,dessert
11214,4933,02-07-2014,white wine
11215,3836,14-06-2014,soda
11216,4925,26-09-2014,pip fruit
11217,4886,04-07-2014,cream cheese 
11218,4504,21-01-2014,misc. beverages
11219,3830,28-01-2014,curd
11220,4234,22-01-2014,other vegetables
11221,1727,11-08-2014,brown bread
11222,2511,10-11-2014,sugar
11223,4232,07-07-2014,root vegetables
11224,3081,18-07-2014,detergent
11225,4906,17-07-2014,beef
11226,4018,28-02-2014,yogurt
11227,2890,13-02-2014,bottled water
11228,1822,05-06-2014,candy
11229,3849,18-02-2014,berries
11230,3238,03-07-2014,root vegetables
11231,4458,21-03-2014,seasonal products
11232,1522,24-12-2014,margarine
11233,1419,08-12-2014,yogurt
11234,4652,26-08-2014,yogurt
11235,3896,06-04-2014,spread cheese
11236,2754,04-06-2014,whole milk
11237,2068,21-07-2014,female sanitary products
11238,2522,17-07-2014,bottled water
11239,4434,28-01-2014,chewing gum
11240,4896,05-03-2014,root vegetables
11241,3462,21-09-2014,pip fruit
11242,1341,08-11-2014,bottled water
11243,4036,14-06-2014,rolls/buns
11244,1811,13-11-2014,tropical fruit
11245,2247,11-08-2014,fruit/vegetable juice
11246,3727,13-07-2014,whole milk
11247,2626,09-08-2014,whole milk
11248,3225,19-09-2014,other vegetables
11249,1483,25-01-2014,fruit/vegetable juice
11250,2062,22-08-2014,domestic eggs
11251,3310,09-09-2014,soda
11252,4500,25-10-2014,curd
11253,3643,06-03-2014,whipped/sour cream
11254,1887,05-04-2014,fruit/vegetable juice
11255,2196,12-02-2014,whole milk
11256,1791,02-02-2014,tropical fruit
11257,1402,14-10-2014,rolls/buns
11258,2279,03-01-2014,long life bakery product
11259,1650,20-01-2014,coffee
11260,3776,02-07-2014,whole milk
11261,3753,28-12-2014,bottled beer
11262,4868,24-12-2014,root vegetables
11263,3682,24-12-2014,other vegetables
11264,2344,20-11-2014,bottled beer
11265,2585,17-05-2014,UHT-milk
11266,3839,21-06-2014,whole milk
11267,4747,11-05-2014,root vegetables
11268,3900,12-06-2014,packaged fruit/vegetables
11269,1146,21-02-2014,frozen vegetables
11270,4683,09-07-2014,pot plants
11271,3775,06-03-2014,whole milk
11272,1816,20-06-2014,red/blush wine
11273,4624,12-06-2014,tropical fruit
11274,1108,22-05-2014,pastry
11275,3942,05-11-2014,dish cleaner
11276,3257,02-09-2014,pastry
11277,3329,09-11-2014,brown bread
11278,4272,14-08-2014,soda
11279,4292,16-05-2014,bottled beer
11280,1694,01-10-2014,tropical fruit
11281,2431,17-01-2014,processed cheese
11282,1026,08-03-2014,sausage
11283,3137,27-02-2014,long life bakery product
11284,4153,28-09-2014,rolls/buns
11285,3026,30-03-2014,whole milk
11286,3106,20-04-2014,pip fruit
11287,1419,12-03-2014,butter
11288,4656,02-03-2014,hamburger meat
11289,3119,01-10-2014,meat
11290,3628,01-08-2014,curd
11291,2236,27-11-2014,citrus fruit
11292,1472,15-02-2014,pork
11293,4652,11-09-2014,hamburger meat
11294,3044,17-09-2014,soda
11295,4570,04-04-2014,canned beer
11296,2855,13-06-2014,whole milk
11297,1344,28-01-2014,sliced cheese
11298,1586,11-03-2014,citrus fruit
11299,2390,22-10-2014,citrus fruit
11300,1425,24-06-2014,spices
11301,2736,13-05-2014,tropical fruit
11302,1621,13-02-2014,beef
11303,2904,28-09-2014,pastry
11304,1285,21-06-2014,citrus fruit
11305,4251,14-11-2014,whole milk
11306,4314,15-06-2014,whole milk
11307,1037,06-06-2014,citrus fruit
11308,3115,29-10-2014,citrus fruit
11309,3550,17-04-2014,whole milk
11310,1285,29-05-2014,tropical fruit
11311,2806,13-03-2014,bottled water
11312,2751,08-02-2014,root vegetables
11313,2001,05-02-2014,root vegetables
11314,3895,17-02-2014,other vegetables
11315,3527,03-11-2014,canned beer
11316,3033,28-02-2014,rolls/buns
11317,2761,31-01-2014,other vegetables
11318,1011,15-02-2014,citrus fruit
11319,3703,30-04-2014,sausage
11320,3595,06-01-2014,domestic eggs
11321,4169,09-08-2014,root vegetables
11322,2025,31-05-2014,hamburger meat
11323,1430,12-01-2014,soda
11324,1410,25-12-2014,other vegetables
11325,4588,02-09-2014,other vegetables
11326,4291,07-08-2014,bottled water
11327,3444,08-04-2014,pastry
11328,4134,26-12-2014,other vegetables
11329,2365,14-08-2014,rolls/buns
11330,2816,18-01-2014,citrus fruit
11331,1146,28-03-2014,other vegetables
11332,2071,24-03-2014,citrus fruit
11333,1291,01-08-2014,onions
11334,4490,21-01-2014,domestic eggs
11335,4280,26-06-2014,bottled beer
11336,2056,19-12-2014,hard cheese
11337,4112,08-09-2014,root vegetables
11338,2416,16-02-2014,butter milk
11339,2955,07-06-2014,hamburger meat
11340,4403,11-01-2014,butter
11341,3164,24-09-2014,meat
11342,3038,13-04-2014,whole milk
11343,2231,22-06-2014,pastry
11344,2079,25-02-2014,sliced cheese
11345,4152,07-12-2014,ham
11346,1891,05-07-2014,whole milk
11347,3811,21-07-2014,other vegetables
11348,4129,10-11-2014,whole milk
11349,4016,23-07-2014,coffee
11350,2556,02-09-2014,beef
11351,1369,08-02-2014,other vegetables
11352,4799,08-08-2014,frozen meals
11353,3081,26-05-2014,canned fish
11354,4007,05-10-2014,salt
11355,2407,17-03-2014,curd
11356,1265,05-12-2014,UHT-milk
11357,4422,24-03-2014,berries
11358,3768,07-04-2014,brown bread
11359,4050,07-03-2014,UHT-milk
11360,4312,19-07-2014,curd
11361,2839,06-07-2014,soda
11362,1553,07-04-2014,pip fruit
11363,1853,07-06-2014,hygiene articles
11364,3529,02-09-2014,curd
11365,2259,25-01-2014,candy
11366,4045,02-03-2014,beef
11367,2359,26-09-2014,soda
11368,3523,05-04-2014,pastry
11369,3681,01-01-2014,onions
11370,1361,13-12-2014,onions
11371,4851,07-08-2014,turkey
11372,4098,16-02-2014,other vegetables
11373,3508,30-06-2014,citrus fruit
11374,2288,25-11-2014,frozen dessert
11375,4717,23-06-2014,newspapers
11376,1387,31-03-2014,specialty bar
11377,1687,24-06-2014,specialty bar
11378,4797,30-11-2014,canned beer
11379,1810,13-10-2014,rolls/buns
11380,3923,28-06-2014,shopping bags
11381,2595,06-01-2014,curd
11382,3535,08-04-2014,soda
11383,3427,16-10-2014,rolls/buns
11384,4426,05-01-2014,pip fruit
11385,1101,28-12-2014,rolls/buns
11386,1712,30-08-2014,spread cheese
11387,2975,25-10-2014,canned beer
11388,2973,31-07-2014,yogurt
11389,1157,21-03-2014,beef
11390,1330,11-02-2014,whole milk
11391,4654,14-09-2014,grapes
11392,1141,02-12-2014,rolls/buns
11393,4162,16-08-2014,bottled beer
11394,4855,09-04-2014,onions
11395,4217,03-06-2014,root vegetables
11396,1750,09-06-2014,whole milk
11397,4578,08-09-2014,rolls/buns
11398,3299,15-12-2014,tropical fruit
11399,3231,22-03-2014,tropical fruit
11400,4086,30-08-2014,pastry
11401,4651,10-01-2014,rolls/buns
11402,1877,13-08-2014,soda
11403,1849,30-03-2014,rolls/buns
11404,2502,18-06-2014,bottled beer
11405,4988,19-04-2014,sugar
11406,4430,17-02-2014,rolls/buns
11407,4255,03-11-2014,beverages
11408,3348,18-01-2014,other vegetables
11409,1522,16-06-2014,tropical fruit
11410,1052,24-03-2014,chicken
11411,3579,06-10-2014,beef
11412,1208,25-10-2014,pork
11413,2835,18-07-2014,brandy
11414,1265,01-02-2014,other vegetables
11415,2389,09-11-2014,oil
11416,4387,14-02-2014,soda
11417,1148,31-01-2014,root vegetables
11418,4508,14-06-2014,newspapers
11419,1958,16-06-2014,other vegetables
11420,4359,03-07-2014,citrus fruit
11421,1847,13-05-2014,root vegetables
11422,2584,30-11-2014,other vegetables
11423,3457,09-11-2014,whole milk
11424,1796,18-09-2014,cream cheese 
11425,3973,03-02-2014,turkey
11426,4163,06-06-2014,whole milk
11427,1979,07-08-2014,beef
11428,4283,11-06-2014,liquor (appetizer)
11429,3227,24-12-2014,chicken
11430,2152,23-11-2014,whole milk
11431,4869,21-09-2014,rolls/buns
11432,4076,02-08-2014,dessert
11433,2912,20-09-2014,UHT-milk
11434,2701,12-03-2014,red/blush wine
11435,3393,25-06-2014,bottled water
11436,3144,05-06-2014,other vegetables
11437,1618,08-04-2014,hamburger meat
11438,1129,10-09-2014,grapes
11439,2786,21-02-2014,semi-finished bread
11440,3889,22-11-2014,tropical fruit
11441,3759,21-07-2014,pork
11442,2349,11-08-2014,onions
11443,3086,11-07-2014,whole milk
11444,2337,04-03-2014,canned beer
11445,3193,25-10-2014,whole milk
11446,2834,07-02-2014,other vegetables
11447,1040,03-09-2014,whole milk
11448,1658,26-06-2014,pork
11449,2528,01-09-2014,sausage
11450,2976,20-09-2014,newspapers
11451,4125,20-03-2014,whole milk
11452,1817,28-01-2014,pastry
11453,2623,13-05-2014,fish
11454,4715,24-11-2014,chewing gum
11455,4680,06-04-2014,grapes
11456,2619,05-09-2014,pot plants
11457,4779,24-02-2014,root vegetables
11458,2765,01-09-2014,herbs
11459,2653,06-06-2014,dessert
11460,2994,30-04-2014,curd
11461,2056,21-05-2014,root vegetables
11462,2769,24-08-2014,pork
11463,2858,24-08-2014,grapes
11464,4096,13-06-2014,beef
11465,2961,13-12-2014,spread cheese
11466,4923,13-08-2014,herbs
11467,1966,15-02-2014,other vegetables
11468,4756,10-12-2014,tropical fruit
11469,4485,13-11-2014,beef
11470,2885,25-07-2014,whole milk
11471,4932,29-03-2014,root vegetables
11472,4137,17-08-2014,onions
11473,4367,07-01-2014,domestic eggs
11474,2055,31-05-2014,yogurt
11475,3881,20-04-2014,whole milk
11476,1645,05-10-2014,whole milk
11477,4699,16-03-2014,soda
11478,2973,13-12-2014,whole milk
11479,4299,19-01-2014,other vegetables
11480,1322,11-12-2014,citrus fruit
11481,3380,23-02-2014,yogurt
11482,3375,19-10-2014,whipped/sour cream
11483,3011,02-04-2014,other vegetables
11484,4867,05-05-2014,berries
11485,3549,24-03-2014,whole milk
11486,2395,17-11-2014,berries
11487,2789,06-06-2014,pork
11488,4773,12-08-2014,root vegetables
11489,4356,09-01-2014,tropical fruit
11490,1703,02-08-2014,whole milk
11491,2362,17-08-2014,misc. beverages
11492,2072,29-07-2014,root vegetables
11493,4695,26-09-2014,pork
11494,1787,06-07-2014,pork
11495,1938,13-03-2014,tropical fruit
11496,1296,24-02-2014,pickled vegetables
11497,1796,22-03-2014,sausage
11498,2925,19-07-2014,frozen vegetables
11499,3376,07-01-2014,soda
11500,1297,13-12-2014,chicken
11501,1050,12-10-2014,UHT-milk
11502,2854,13-02-2014,rolls/buns
11503,1563,11-03-2014,citrus fruit
